field1,field2,field3,field4,field5,_GC_TYPE,_CLEANADDR,_X,_Y
송광비치타운,4,AC완속,전라남도 목포시 유동로 7(1 송광비취타운),24시간 이용가능,정,전라남도 목포시 유동로 7 (해안동4가),126.38078059533328,34.78227677630045
전남 해양대학교 급속충전소(NEWK),11,DC콤보,전라남도 목포시 해양대학로 91(562-84 해양대학교),24시간 이용가능,정,전라남도 목포시 해양대학로 91 (죽교동),126.36161751385048,34.798343414894
근화희망타운3차,5,AC완속,전라남도 목포시 산양로 50(75-18 근화희망타운3차아파트),24시간 이용가능,정,전라남도 목포시 산양로 50 (대양동),126.42904228985265,34.83629101367899
하당프라임아너팰리스/유한회사 프라임디앤씨,1,AC완속,전라남도 목포시 부흥로 69(1002-5 프라임아너팰리스),24시간 이용가능,정,전라남도 목포시 부흥로 69 (상동),126.42842021578177,34.803179947591325
백련지구천년가-104동,2,AC완속,"전라남도 목포시 연산백련로1번길 79104동 B 11,12",24시간 이용가능,유,전라남도 목포시 연산백련로1번길 116 (연산동),126.39108594686793,34.82004562630461
근화블루빌아파트,4,AC완속,전라남도 목포시 텃골로13번길 32근화블루빌아파트(816-12 근화블루빌아파트),09:00~18:00,정,전라남도 목포시 텃골로13번길 32 (석현동),126.41976681016307,34.82007823937096
하당 중흥s클래스 센텀뷰,4,AC완속,전라남도 목포시 비파로 96하당 중흥s클래스 센텀뷰(상동 860),09:00~18:00,정,전라남도 목포시 비파로 96 (상동),126.42524392398798,34.80676060868857
청호시장,2,AC완속,전라남도 목포시 석현로 28주차장,24시간 이용가능,정,전라남도 목포시 석현로 28 (석현동),126.42468137348463,34.81544277512726
삼목장례프리드,2,AC완속,전라남도 목포시 청호로220번길 17삼목장례프리드,24시간 이용가능,정,전라남도 목포시 청호로220번길 17 (산정동),126.37132916529085,34.81074494580944
테마,2,AC완속,전라남도 목포시 비파로108번길 15테마모텔,24시간 이용가능,정,전라남도 목포시 비파로108번길 15 (상동),126.42516109151545,34.808509208053984
연산골드클래스8차,4,AC완속,전라남도 목포시 산정로 308(2044 연산골드클래스8차),24시간 이용가능,정,전라남도 목포시 산정로 308 (연산동),126.3837304362762,34.81393689351252
옥암골드클래스,6,AC완속,전라남도 목포시 남악1로16번길 10,24시간 이용가능,정,전라남도 목포시 남악1로16번길 10 (옥암동),126.44937178797593,34.806412260566084
산정현대아파트,1,AC완속,전라남도 목포시 죽산로40번길 24(1710 현대아파트),24시간 이용가능,정,전라남도 목포시 죽산로40번길 24 (산정동),126.37810096483864,34.811068168649136
하당프라임아너팰리스/유한회사 프라임디앤씨,2,AC완속,전라남도 목포시 부흥로 69(1002-5 프라임아너팰리스),24시간 이용가능,정,전라남도 목포시 부흥로 69 (상동),126.42842021578177,34.803179947591325
몰디브호텔,1,AC완속,전라남도 목포시 옥암로46번길 37옥외주차장 우측 끝(옥암동 1014-5),24시간 이용가능,정,전라남도 목포시 옥암로46번길 37 (옥암동),126.43271619745481,34.8054900323318
하당 중흥s클래스 센텀뷰,3,AC완속,전라남도 목포시 비파로 96하당 중흥s클래스 센텀뷰(상동 860),09:00~18:00,정,전라남도 목포시 비파로 96 (상동),126.42524392398798,34.80676060868857
광명샤인빌2차,1,AC완속,전라남도 목포시 옥암로 165(713 광명샤인빌2차),24시간 이용가능,정,전라남도 목포시 옥암로 165 (상동),126.42220860336754,34.812961014641495
루쏘호텔,1,AC완속,전라남도 목포시 장미로 107루쏘호텔,24시간 이용가능,정,전라남도 목포시 장미로 107 (옥암동),126.43179817999837,34.80550993021527
하이텔모텔,1,AC완속,전라남도 목포시 북항로 161하이텔모텔,24시간 이용가능,정,전라남도 목포시 북항로 161 (죽교동),126.36745037632821,34.80282073569857
유달파크맨션,1,AC완속,전라남도 목포시 만세로 19옥외주차장(120 유달파크맨션),24시간 이용가능,정,전라남도 목포시 만세로 19 (양동),126.38064933200212,34.796035739304
골드디움5차아파트,8,AC완속,전라남도 목포시 용해지구로88번길 23골드디움5차아파트(1042 골드디움5차아파트),09:00~18:00,정,전라남도 목포시 용해지구로88번길 23 (용해동),126.39440102318456,34.820661910456366
나인호텔,1,AC완속,전라남도 목포시 비파로108번길 7호텔 주차장(상동 864-2),24시간 이용가능,정,전라남도 목포시 비파로108번길 7 (상동),126.42429484164411,34.808067827219574
샹그리아호텔,2,AC완속,전라남도 목포시 평화로 87(상동 1143-4),24시간 이용가능,정,전라남도 목포시 평화로 87 (상동),126.43408153505904,34.797430714829495
한국지엠목포부품대리점,1,AC완속,전라남도 목포시 삼각로43번길 4건물 우측 벽면(상동 826-4),24시간 이용가능,정,전라남도 목포시 삼각로43번길 4 (상동),126.41859427228034,34.80421025052894
몰디브호텔,2,AC완속,전라남도 목포시 옥암로46번길 37옥외주차장 우측 끝(옥암동 1014-5),24시간 이용가능,정,전라남도 목포시 옥암로46번길 37 (옥암동),126.43271619745481,34.8054900323318
한울편안채 101동,2,AC완속,전라남도 목포시 신촌로 27-1한울편안채 101동(산정동 230),09:00~18:00,정,전라남도 목포시 신촌로 27-1 (산정동),126.38732231556051,34.80541614773039
근화희망타운3차,1,AC완속,전라남도 목포시 산양로 50(75-18 근화희망타운3차아파트),24시간 이용가능,정,전라남도 목포시 산양로 50 (대양동),126.42904228985265,34.83629101367899
설레임모텔,1,AC완속,전라남도 목포시 비파로 125설레임모텔,24시간 이용가능,정,전라남도 목포시 비파로 125 (상동),126.42232756143267,34.80891336237184
한광프라임빌,2,AC완속,전라남도 목포시 영산로692번길 8(493-1 한광프라임빌),24시간 이용가능,정,전라남도 목포시 영산로692번길 8 (석현동),126.42262477925362,34.826442634994606
근화블루빌아파트,6,AC완속,전라남도 목포시 텃골로13번길 32근화블루빌아파트(816-12 근화블루빌아파트),09:00~18:00,정,전라남도 목포시 텃골로13번길 32 (석현동),126.41976681016307,34.82007823937096
골드디움5차아파트,9,AC완속,전라남도 목포시 용해지구로88번길 23골드디움5차아파트(1042 골드디움5차아파트),09:00~18:00,정,전라남도 목포시 용해지구로88번길 23 (용해동),126.39440102318456,34.820661910456366
유한회사 동양종합부품,2,AC완속,전라남도 목포시 녹색로134번길 7주차장,24시간 이용가능,정,전라남도 목포시 녹색로134번길 7 (옥암동),126.42893084658024,34.814324258030744
아이엠로즈빌 아파트,5,AC완속,전라남도 목포시 영산로 769-6(527 아이엠로즈빌아파트),24시간 이용가능,정,전라남도 목포시 영산로 769-6 (대양동),126.41692422353118,34.83417019113309
루쏘호텔,2,AC완속,전라남도 목포시 장미로 107루쏘호텔,24시간 이용가능,정,전라남도 목포시 장미로 107 (옥암동),126.43179817999837,34.80550993021527
호텔 디오션,1,AC완속,전라남도 목포시 신항로276번길 40주차장(달동 1330-49),24시간 이용가능,정,전라남도 목포시 신항로276번길 40 (달동),126.35734992114938,34.755943594726865
남교크레지움에듀파크,3,AC완속,전라남도 목포시 호남로 6(1-1 남교크레지움에듀파크),24시간 이용가능,정,전라남도 목포시 호남로 6 (남교동),126.3794952821805,34.794998968616866
신안인스빌아파트,2,AC완속,전라남도 목포시 삼학로 363(126 신안인스빌아파트),24시간 이용가능,정,전라남도 목포시 삼학로 363 (용해동),126.40693889551986,34.80381034920304
근화그린1차아파트,2,AC완속,전라남도 목포시 산정로 268-3(326-10 근화그린맨션),24시간 이용가능,정,전라남도 목포시 산정로 268-3 (산정동),126.38720456997048,34.811654022437104
하당 중흥s클래스 센텀뷰,5,AC완속,전라남도 목포시 비파로 96하당 중흥s클래스 센텀뷰(상동 860),09:00~18:00,정,전라남도 목포시 비파로 96 (상동),126.42524392398798,34.80676060868857
골드디움5차아파트,2,AC완속,전라남도 목포시 용해지구로88번길 23골드디움5차아파트(1042 골드디움5차아파트),09:00~18:00,정,전라남도 목포시 용해지구로88번길 23 (용해동),126.39440102318456,34.820661910456366
기아 하당대리점,1,AC완속,전라남도 목포시 옥암로 53기아 하당대리점(상동 1001-3),09:00~18:00,정,전라남도 목포시 옥암로 53 (상동),126.4285040175607,34.80430693120764
대성종합정비공업사,1,AC완속,전라남도 목포시 고하대로 801대성종합정비공업사,24시간 이용가능,정,전라남도 목포시 고하대로 801 (연산동),126.38135247381693,34.81583569848772
우성아파트,2,AC완속,전라남도 목포시 신흥로 13(886 우성아파트),24시간 이용가능,정,전라남도 목포시 신흥로 13 (상동),126.42144487128706,34.80332391409266
설레임모텔,2,AC완속,전라남도 목포시 비파로 125설레임모텔,24시간 이용가능,정,전라남도 목포시 비파로 125 (상동),126.42232756143267,34.80891336237184
목포무인호텔,1,AC완속,전라남도 목포시 번화로 82목포무인호텔,24시간 이용가능,정,전라남도 목포시 번화로 82 (축복동3가),126.38725609793451,34.78849306537139
하당제일1차아파트,1,AC완속,전라남도 목포시 미항로 206하당제일1차아파트(1103 제일아파트),24시간 이용가능,정,전라남도 목포시 미항로 206 (옥암동),126.44012466138813,34.799792800122894
상동주공4단지,2,AC완속,"전라남도 목포시 상동로 644단지(740 상동3,4단지아파트)",24시간 이용가능,유,전라남도 목포시 상동로 87 (상동),126.41009206688672,34.816940551936305
남교크레지움에듀파크,2,AC완속,전라남도 목포시 호남로 6(1-1 남교크레지움에듀파크),24시간 이용가능,정,전라남도 목포시 호남로 6 (남교동),126.3794952821805,34.794998968616866
광명샤인빌2차,2,AC완속,전라남도 목포시 옥암로 165(713 광명샤인빌2차),24시간 이용가능,정,전라남도 목포시 옥암로 165 (상동),126.42220860336754,34.812961014641495
하당 중흥s클래스 센텀뷰,6,AC완속,전라남도 목포시 비파로 96하당 중흥s클래스 센텀뷰(상동 860),09:00~18:00,정,전라남도 목포시 비파로 96 (상동),126.42524392398798,34.80676060868857
골드디움5차아파트,12,AC완속,전라남도 목포시 용해지구로88번길 23골드디움5차아파트(1042 골드디움5차아파트),09:00~18:00,정,전라남도 목포시 용해지구로88번길 23 (용해동),126.39440102318456,34.820661910456366
타이어나라 목포지점,1,AC완속,전라남도 목포시 영산로 712(석현동 936-3),24시간 이용가능,정,전라남도 목포시 영산로 712 (석현동),126.42079222342173,34.82835064861039
샤모텔,1,AC완속,전라남도 목포시 미항로 14샤모텔,24시간 이용가능,정,전라남도 목포시 미항로 14 (상동),126.42636417033715,34.79687143822131
윈저호텔,1,AC완속,전라남도 목포시 통일대로 16윈저호텔,24시간 이용가능,정,전라남도 목포시 통일대로 16 (상동),126.42683858822717,34.79742747455293
하당현대아파트,3,AC완속,전라남도 목포시 통일대로37번길 33(1014-1 하당현대아파트),24시간 이용가능,정,전라남도 목포시 통일대로37번길 33 (상동),126.42616276641303,34.80112396844524
아이엠로즈빌 아파트,1,AC완속,전라남도 목포시 영산로 769-6(527 아이엠로즈빌아파트),24시간 이용가능,정,전라남도 목포시 영산로 769-6 (대양동),126.41692422353118,34.83417019113309
근화희망타운3차,2,AC완속,전라남도 목포시 산양로 50(75-18 근화희망타운3차아파트),24시간 이용가능,정,전라남도 목포시 산양로 50 (대양동),126.42904228985265,34.83629101367899
상동주공4단지,1,AC완속,"전라남도 목포시 상동로 644단지(740 상동3,4단지아파트)",24시간 이용가능,유,전라남도 목포시 상동로 87 (상동),126.41009206688672,34.816940551936305
광명샤인빌2차,3,AC완속,전라남도 목포시 옥암로 165(713 광명샤인빌2차),24시간 이용가능,정,전라남도 목포시 옥암로 165 (상동),126.42220860336754,34.812961014641495
목포라송센트렐카운티1차,3,AC완속,전라남도 목포시 양을로99번길 8(1836 목포라송센트럴카운티),24시간 이용가능,정,전라남도 목포시 양을로99번길 8 (산정동),126.38378847049911,34.80626926460795
전남 목포시 교육로 51 (저압수용가),1,AC완속,전라남도 목포시 교육로 51전남 목포시 교육로 51 (저압수용가)(상동 893-7),09:00~18:00,정,전라남도 목포시 교육로 51 (상동),126.42058008158784,34.801736437394915
골드디움5차아파트,3,AC완속,전라남도 목포시 용해지구로88번길 23골드디움5차아파트(1042 골드디움5차아파트),09:00~18:00,정,전라남도 목포시 용해지구로88번길 23 (용해동),126.39440102318456,34.820661910456366
하이텔모텔,2,AC완속,전라남도 목포시 북항로 161하이텔모텔,24시간 이용가능,정,전라남도 목포시 북항로 161 (죽교동),126.36745037632821,34.80282073569857
목포 포르모큐브 BF2,1,AC완속,전라남도 목포시 옥암로 95(860-1 쇼핑천국포르모),24시간 이용가능,정,전라남도 목포시 옥암로 95 (상동),126.42603671851948,34.807369053864704
용해동센트럴팰리체,1,AC완속,전라남도 목포시 송림로 85(1060 센트럴팰리체아파트),24시간 이용가능,정,전라남도 목포시 송림로 85 (용해동),126.40674493666086,34.805823940910585
송광비치타운,5,AC완속,전라남도 목포시 유동로 7(1 송광비취타운),24시간 이용가능,정,전라남도 목포시 유동로 7 (해안동4가),126.38078059533328,34.78227677630045
근화희망타운3차,3,AC완속,전라남도 목포시 산양로 50(75-18 근화희망타운3차아파트),24시간 이용가능,정,전라남도 목포시 산양로 50 (대양동),126.42904228985265,34.83629101367899
모아엘가에듀파크아파트,1,AC완속,전라남도 목포시 연산백련로1번길 69(목포용해2지구모아엘가 에듀파크),24시간 이용가능,정,전라남도 목포시 연산백련로1번길 69 (연산동),126.38855063204481,34.81684846589561
신안비치3차아파트,3,AC완속,전라남도 목포시 고하대로 641-11(1259-3 신안비치3차아파트),24시간 이용가능,정,전라남도 목포시 고하대로 641-11 (산정동),126.36715980342866,34.80644020511501
하당 중흥s클래스 센텀뷰,9,AC완속,전라남도 목포시 비파로 96하당 중흥s클래스 센텀뷰(상동 860),09:00~18:00,정,전라남도 목포시 비파로 96 (상동),126.42524392398798,34.80676060868857
골드디움5차아파트,4,AC완속,전라남도 목포시 용해지구로88번길 23골드디움5차아파트(1042 골드디움5차아파트),09:00~18:00,정,전라남도 목포시 용해지구로88번길 23 (용해동),126.39440102318456,34.820661910456366
근화블루빌아파트,1,AC완속,전라남도 목포시 텃골로13번길 32근화블루빌아파트(816-12 근화블루빌아파트),09:00~18:00,정,전라남도 목포시 텃골로13번길 32 (석현동),126.41976681016307,34.82007823937096
목포용해금호아파트,4,AC완속,전라남도 목포시 삼학로 331(143-7 금호타운),24시간 이용가능,정,전라남도 목포시 삼학로 331 (용해동),126.40740017864822,34.80021033317157
중앙하이츠,1,AC완속,전라남도 목포시 양을로41번길 42(994-4 중앙하이츠),24시간 이용가능,정,전라남도 목포시 양을로41번길 42 (산정동),126.37787593031511,34.804643199092816
연산골드클래스8차,5,AC완속,전라남도 목포시 산정로 308(2044 연산골드클래스8차),24시간 이용가능,정,전라남도 목포시 산정로 308 (연산동),126.3837304362762,34.81393689351252
모아엘가에듀파크아파트,2,AC완속,전라남도 목포시 연산백련로1번길 69(목포용해2지구모아엘가 에듀파크),24시간 이용가능,정,전라남도 목포시 연산백련로1번길 69 (연산동),126.38855063204481,34.81684846589561
상동주공4단지,3,AC완속,"전라남도 목포시 상동로 644단지(740 상동3,4단지아파트)",24시간 이용가능,유,전라남도 목포시 상동로 87 (상동),126.41009206688672,34.816940551936305
광명샤인빌2차,6,AC완속,전라남도 목포시 옥암로 165(713 광명샤인빌2차),24시간 이용가능,정,전라남도 목포시 옥암로 165 (상동),126.42220860336754,34.812961014641495
근화밀레니엄,1,AC완속,전라남도 목포시 산정로 268(324-3 근화밀레니엄빌리지),24시간 이용가능,정,전라남도 목포시 산정로 268 (산정동),126.38732469424757,34.81114385003166
골드디움5차아파트,10,AC완속,전라남도 목포시 용해지구로88번길 23골드디움5차아파트(1042 골드디움5차아파트),09:00~18:00,정,전라남도 목포시 용해지구로88번길 23 (용해동),126.39440102318456,34.820661910456366
근화블루빌아파트,2,AC완속,전라남도 목포시 텃골로13번길 32근화블루빌아파트(816-12 근화블루빌아파트),09:00~18:00,정,전라남도 목포시 텃골로13번길 32 (석현동),126.41976681016307,34.82007823937096
전남 목포시 신촌로13번길 5 (저압수용가),1,AC완속,전라남도 목포시 신촌로13번길 5전남 목포시 신촌로13번길 5 (저압수용가)(산정동 1040-459),09:00~18:00,정,전라남도 목포시 신촌로13번길 5 (산정동),126.38861473908432,34.806212449608516
모아엘가1차아파트,4,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
목포하당제일101동,1,AC완속,전라남도 목포시 미항로 206(1103 제일아파트),24시간 이용가능,정,전라남도 목포시 미항로 206 (옥암동),126.44012466138813,34.799792800122894
유달파크맨션,2,AC완속,전라남도 목포시 만세로 19옥외주차장(120 유달파크맨션),24시간 이용가능,정,전라남도 목포시 만세로 19 (양동),126.38064933200212,34.796035739304
상동주공4단지,4,AC완속,"전라남도 목포시 상동로 644단지(740 상동3,4단지아파트)",24시간 이용가능,유,전라남도 목포시 상동로 87 (상동),126.41009206688672,34.816940551936305
근화희망타운3차,6,AC완속,전라남도 목포시 산양로 50(75-18 근화희망타운3차아파트),24시간 이용가능,정,전라남도 목포시 산양로 50 (대양동),126.42904228985265,34.83629101367899
아이엠로즈빌 아파트,2,AC완속,전라남도 목포시 영산로 769-6(527 아이엠로즈빌아파트),24시간 이용가능,정,전라남도 목포시 영산로 769-6 (대양동),126.41692422353118,34.83417019113309
국립호남권 생물자원관,1,AC완속,전라남도 목포시 고하도안길 99(달동 1357),24시간 이용가능,정,전라남도 목포시 고하도안길 99 (달동),126.36622238349979,34.76615642806916
하당 중흥s클래스 센텀뷰,1,AC완속,전라남도 목포시 비파로 96하당 중흥s클래스 센텀뷰(상동 860),09:00~18:00,정,전라남도 목포시 비파로 96 (상동),126.42524392398798,34.80676060868857
기아 하당대리점,2,AC완속,전라남도 목포시 옥암로 53기아 하당대리점(상동 1001-3),09:00~18:00,정,전라남도 목포시 옥암로 53 (상동),126.4285040175607,34.80430693120764
모아엘가1차아파트,14,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
신안인스빌아파트,4,AC완속,전라남도 목포시 삼학로 363(126 신안인스빌아파트),24시간 이용가능,정,전라남도 목포시 삼학로 363 (용해동),126.40693889551986,34.80381034920304
한광프라임빌,3,AC완속,전라남도 목포시 영산로692번길 8(493-1 한광프라임빌),24시간 이용가능,정,전라남도 목포시 영산로692번길 8 (석현동),126.42262477925362,34.826442634994606
산정현대아파트,2,AC완속,전라남도 목포시 죽산로40번길 24(1710 현대아파트),24시간 이용가능,정,전라남도 목포시 죽산로40번길 24 (산정동),126.37810096483864,34.811068168649136
아이엠로즈빌 아파트,3,AC완속,전라남도 목포시 영산로 769-6(527 아이엠로즈빌아파트),24시간 이용가능,정,전라남도 목포시 영산로 769-6 (대양동),126.41692422353118,34.83417019113309
용해동센트럴팰리체,2,AC완속,전라남도 목포시 송림로 85(1060 센트럴팰리체아파트),24시간 이용가능,정,전라남도 목포시 송림로 85 (용해동),126.40674493666086,34.805823940910585
목포라인아파트 지상주차장,7,AC완속,전라남도 목포시 원산주택로 25(1751 라인아파트),24시간 이용가능,정,전라남도 목포시 원산주택로 25 (산정동),126.37518995390077,34.808623804335866
모아엘가1차아파트,24,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
하당 중흥s클래스 센텀뷰,10,AC완속,전라남도 목포시 비파로 96하당 중흥s클래스 센텀뷰(상동 860),09:00~18:00,정,전라남도 목포시 비파로 96 (상동),126.42524392398798,34.80676060868857
티파니에서아침을(enh),1,AC완속,전라남도 목포시 평화로140번길 24구내주차장(옥암동 1092-5),24시간 이용가능,정,전라남도 목포시 평화로140번길 24 (옥암동),126.43677977934796,34.801687890876416
신안인스빌아파트,3,AC완속,전라남도 목포시 삼학로 363(126 신안인스빌아파트),24시간 이용가능,정,전라남도 목포시 삼학로 363 (용해동),126.40693889551986,34.80381034920304
송광비치타운,1,AC완속,전라남도 목포시 유동로 7(1 송광비취타운),24시간 이용가능,정,전라남도 목포시 유동로 7 (해안동4가),126.38078059533328,34.78227677630045
용해동센트럴팰리체,3,AC완속,전라남도 목포시 송림로 85(1060 센트럴팰리체아파트),24시간 이용가능,정,전라남도 목포시 송림로 85 (용해동),126.40674493666086,34.805823940910585
중앙하이츠,2,AC완속,전라남도 목포시 양을로41번길 42(994-4 중앙하이츠),24시간 이용가능,정,전라남도 목포시 양을로41번길 42 (산정동),126.37787593031511,34.804643199092816
영신그린빌1차 입주자대표회의,3,AC완속,전라남도 목포시 신흥로83번길 2영신그린빌(994 영신그린빌),24시간 이용가능,정,전라남도 목포시 신흥로83번길 2 (옥암동),126.42925065560732,34.805153904457484
수창해뜨레아파트,1,AC완속,전라남도 목포시 석현로45번길 19(1177 수창해뜨레),24시간 이용가능,정,전라남도 목포시 석현로45번길 19 (석현동),126.4250019726381,34.81895869230857
하당 중흥s클래스 센텀뷰,11,AC완속,전라남도 목포시 비파로 96하당 중흥s클래스 센텀뷰(상동 860),09:00~18:00,정,전라남도 목포시 비파로 96 (상동),126.42524392398798,34.80676060868857
하당현대아파트,5,AC완속,전라남도 목포시 통일대로37번길 33(1014-1 하당현대아파트),24시간 이용가능,정,전라남도 목포시 통일대로37번길 33 (상동),126.42616276641303,34.80112396844524
근화2차아파트,1,AC완속,전라남도 목포시 산정로 268-1(322 근화타워맨션),24시간 이용가능,정,전라남도 목포시 산정로 268-1 (산정동),126.38777457841654,34.811542913379
하당제일1차아파트,2,AC완속,전라남도 목포시 미항로 206하당제일1차아파트(1103 제일아파트),24시간 이용가능,정,전라남도 목포시 미항로 206 (옥암동),126.44012466138813,34.799792800122894
중앙하이츠,3,AC완속,전라남도 목포시 양을로41번길 42(994-4 중앙하이츠),24시간 이용가능,정,전라남도 목포시 양을로41번길 42 (산정동),126.37787593031511,34.804643199092816
연산골드클래스8차,1,AC완속,전라남도 목포시 산정로 308(2044 연산골드클래스8차),24시간 이용가능,정,전라남도 목포시 산정로 308 (연산동),126.3837304362762,34.81393689351252
목포하당제일101동,2,AC완속,전라남도 목포시 미항로 206(1103 제일아파트),24시간 이용가능,정,전라남도 목포시 미항로 206 (옥암동),126.44012466138813,34.799792800122894
모아엘가1차아파트,10,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
신항만뉴캐슬오션시티2차아파트,9,AC완속,전라남도 목포시 허사로57번길 15(오션시티2차 아파트),24시간 이용가능,정,전라남도 목포시 허사로57번길 15 (달동),126.36137721009001,34.755935334622436
하당 중흥s클래스 센텀뷰,7,AC완속,전라남도 목포시 비파로 96하당 중흥s클래스 센텀뷰(상동 860),09:00~18:00,정,전라남도 목포시 비파로 96 (상동),126.42524392398798,34.80676060868857
목포라인아파트 지상주차장,2,AC완속,전라남도 목포시 원산주택로 25(1751 라인아파트),24시간 이용가능,정,전라남도 목포시 원산주택로 25 (산정동),126.37518995390077,34.808623804335866
근화2차아파트,2,AC완속,전라남도 목포시 산정로 268-1(322 근화타워맨션),24시간 이용가능,정,전라남도 목포시 산정로 268-1 (산정동),126.38777457841654,34.811542913379
근화희망타운3차,7,AC완속,전라남도 목포시 산양로 50(75-18 근화희망타운3차아파트),24시간 이용가능,정,전라남도 목포시 산양로 50 (대양동),126.42904228985265,34.83629101367899
목포라송센트렐카운티1차,1,AC완속,전라남도 목포시 양을로99번길 8(1836 목포라송센트럴카운티),24시간 이용가능,정,전라남도 목포시 양을로99번길 8 (산정동),126.38378847049911,34.80626926460795
하당현대아파트,4,AC완속,전라남도 목포시 통일대로37번길 33(1014-1 하당현대아파트),24시간 이용가능,정,전라남도 목포시 통일대로37번길 33 (상동),126.42616276641303,34.80112396844524
우성아파트,3,AC완속,전라남도 목포시 신흥로 13(886 우성아파트),24시간 이용가능,정,전라남도 목포시 신흥로 13 (상동),126.42144487128706,34.80332391409266
신안인스빌아파트,5,AC완속,전라남도 목포시 삼학로 363(126 신안인스빌아파트),24시간 이용가능,정,전라남도 목포시 삼학로 363 (용해동),126.40693889551986,34.80381034920304
모아엘가1차아파트,20,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
용해지구천년가맘스카운티아파트,4,AC완속,전라남도 목포시 용해지구로88번길 7(1040 용해지구천년가맘스카운티),24시간 이용가능,정,전라남도 목포시 용해지구로88번길 7 (용해동),126.39213055988162,34.82062773029412
광명샤인빌2차,4,AC완속,전라남도 목포시 옥암로 165(713 광명샤인빌2차),24시간 이용가능,정,전라남도 목포시 옥암로 165 (상동),126.42220860336754,34.812961014641495
목포용해금호아파트,6,AC완속,전라남도 목포시 삼학로 331(143-7 금호타운),24시간 이용가능,정,전라남도 목포시 삼학로 331 (용해동),126.40740017864822,34.80021033317157
근화희망타운3차,8,AC완속,전라남도 목포시 산양로 50(75-18 근화희망타운3차아파트),24시간 이용가능,정,전라남도 목포시 산양로 50 (대양동),126.42904228985265,34.83629101367899
산정현대아파트,3,AC완속,전라남도 목포시 죽산로40번길 24(1710 현대아파트),24시간 이용가능,정,전라남도 목포시 죽산로40번길 24 (산정동),126.37810096483864,34.811068168649136
신안비치3차아파트,1,AC완속,전라남도 목포시 고하대로 641-11(1259-3 신안비치3차아파트),24시간 이용가능,정,전라남도 목포시 고하대로 641-11 (산정동),126.36715980342866,34.80644020511501
목포 포르모큐브 BF2,2,AC완속,전라남도 목포시 옥암로 95(860-1 쇼핑천국포르모),24시간 이용가능,정,전라남도 목포시 옥암로 95 (상동),126.42603671851948,34.807369053864704
모아엘가1차아파트,30,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
하당현대2차,1,AC완속,전라남도 목포시 삼향천로91번길 21(992 하당2차현대아파트),24시간 이용가능,정,전라남도 목포시 삼향천로91번길 21 (옥암동),126.42991398467933,34.80694964927182
골드클래스9차아파트,1,AC완속,전라남도 목포시 연산백련로1번길 111(2022 골드클래스9차아파트),24시간 이용가능,정,전라남도 목포시 연산백련로1번길 111 (연산동),126.39107973238062,34.820460357007256
하당우미블루빌3차아파트,7,AC완속,전라남도 목포시 평화로153번길 9(1096 우미블루빌),24시간 이용가능,정,전라남도 목포시 평화로153번길 9 (옥암동),126.43616397808485,34.80048953461204
근화희망타운3차,4,AC완속,전라남도 목포시 산양로 50(75-18 근화희망타운3차아파트),24시간 이용가능,정,전라남도 목포시 산양로 50 (대양동),126.42904228985265,34.83629101367899
산정현대아파트,4,AC완속,전라남도 목포시 죽산로40번길 24(1710 현대아파트),24시간 이용가능,정,전라남도 목포시 죽산로40번길 24 (산정동),126.37810096483864,34.811068168649136
목포용해금호아파트,5,AC완속,전라남도 목포시 삼학로 331(143-7 금호타운),24시간 이용가능,정,전라남도 목포시 삼학로 331 (용해동),126.40740017864822,34.80021033317157
송광비치타운,2,AC완속,전라남도 목포시 유동로 7(1 송광비취타운),24시간 이용가능,정,전라남도 목포시 유동로 7 (해안동4가),126.38078059533328,34.78227677630045
모아엘가1차아파트,6,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
신항만뉴캐슬오션시티2차아파트,5,AC완속,전라남도 목포시 허사로57번길 15(오션시티2차 아파트),24시간 이용가능,정,전라남도 목포시 허사로57번길 15 (달동),126.36137721009001,34.755935334622436
목포라송센트렐카운티1차,4,AC완속,전라남도 목포시 양을로99번길 8(1836 목포라송센트럴카운티),24시간 이용가능,정,전라남도 목포시 양을로99번길 8 (산정동),126.38378847049911,34.80626926460795
